"city_development_index","gender","relevent_experience","enrolled_university","education_level","major_discipline","experience","company_size","company_type","last_new_job","training_hours","target","gender_Female","gender_Male","gender_Other","relevent_experience_Has relevent experience","relevent_experience_No relevent experience","enrolled_university_Full time course","enrolled_university_no_enrollment","enrolled_university_Part time course","education_level_Graduate","education_level_High School","education_level_Masters","education_level_Phd","education_level_Primary School","major_discipline_Arts","major_discipline_Business Degree","major_discipline_Humanities","major_discipline_No Major","major_discipline_Other","major_discipline_STEM","company_size_<10","company_size_10-49","company_size_50-99","company_size_100-500","company_size_500-999","company_size_1000-4999","company_size_5000-9999","company_size_10000+","company_type_Early Stage Startup","company_type_Funded Startup","company_type_NGO","company_type_Other","company_type_Public Sector","company_type_Pvt Ltd","last_new_job_>4","last_new_job_1","last_new_job_2","last_new_job_3","last_new_job_4","last_new_job_never"
0.92,"Male","No relevent experience","Full time course","High School","STEM",5,"50-99","Pvt Ltd","1",108,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.624,"Other","Has relevent experience","no_enrollment","Graduate","STEM",4,"100-500","Pvt Ltd","2",43,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.887,"Male","Has relevent experience","no_enrollment","Graduate","STEM",10,"100-500","Pvt Ltd","1",113,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.92,"Male","Has relevent experience","no_enrollment","Graduate","Humanities",12,"10000+","Pvt Ltd","2",72,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
0.855,"Male","Has relevent experience","no_enrollment","Masters","STEM",20,"500-999","Pvt Ltd","1",60,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.738,"Other","Has relevent experience","no_enrollment","Masters","STEM",11,"10000+","Pvt Ltd","3",37,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
0.949,"Male","Has relevent experience","no_enrollment","Masters","STEM",13,"50-99","Pvt Ltd",">4",28,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
0.804,"Male","Has relevent experience","Full time course","Graduate","STEM",4,"50-99","Pvt Ltd","1",45,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.682,"Other","No relevent experience","no_enrollment","Graduate","STEM",6,"50-99","Pvt Ltd","4",31,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.926,"Male","Has relevent experience","no_enrollment","Graduate","STEM",17,"50-99","Pvt Ltd","1",24,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.926,"Other","Has relevent experience","no_enrollment","High School","STEM",10,"50-99","Pvt Ltd","2",25,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.624,"Male","No relevent experience","no_enrollment","Graduate","STEM",2,"100-500","Pvt Ltd","1",140,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.887,"Male","Has relevent experience","no_enrollment","High School","STEM",5,"100-500","Pvt Ltd",">4",12,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
0.698,"Male","Has relevent experience","Part time course","Graduate","STEM",10,"50-99","Pvt Ltd","1",149,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.926,"Male","Has relevent experience","no_enrollment","Masters","STEM",5,"50-99","Pvt Ltd","3",188,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",5,"10-49","Funded Startup","1",20,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.804,"Other","Has relevent experience","Part time course","Graduate","STEM",7,"10-49","Funded Startup","3",146,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",20,"<10","Pvt Ltd","3",80,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0.92,"Male","Has relevent experience","no_enrollment","High School","STEM",12,"100-500","Public Sector","4",88,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.91,"Other","Has relevent experience","no_enrollment","High School","STEM",5,"10-49","Funded Startup","1",77,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.926,"Male","Has relevent experience","no_enrollment","Masters","Other",17,"10-49","Pvt Ltd","1",26,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.802,"Male","Has relevent experience","no_enrollment","Graduate","STEM",18,"<10","Pvt Ltd","1",23,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.924,"Male","No relevent experience","no_enrollment","Graduate","STEM",8,"5000-9999","Pvt Ltd","1",87,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
0.767,"Male","Has relevent experience","no_enrollment","Graduate","STEM",13,"1000-4999","Pvt Ltd",">4",68,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
0.926,"Male","Has relevent experience","Full time course","High School","STEM",12,"10-49","Pvt Ltd",">4",21,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
0.92,"Male","Has relevent experience","Part time course","Graduate","STEM",5,"10-49","Pvt Ltd",">4",64,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
0.624,"Other","Has relevent experience","Full time course","Graduate","STEM",5,"50-99","Pvt Ltd","never",50,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0.666,"Male","Has relevent experience","no_enrollment","Graduate","STEM",5,"100-500","Pvt Ltd",">4",112,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
0.743,"Male","Has relevent experience","Full time course","Masters","STEM",5,"100-500","Pvt Ltd",">4",16,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
0.926,"Other","No relevent experience","no_enrollment","Masters","STEM",18,"100-500","Pvt Ltd","3",147,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",12,"100-500","Pvt Ltd",">4",18,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",10,"<10","Early Stage Startup","3",27,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",16,"10000+","Pvt Ltd","4",32,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
0.624,"Male","No relevent experience","no_enrollment","Masters","STEM",8,"50-99","NGO","1",18,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.767,"Male","No relevent experience","Full time course","High School","STEM",3,"50-99","Pvt Ltd","1",68,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.884,"Male","Has relevent experience","Full time course","Graduate","STEM",13,"100-500","NGO","1",100,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.913,"Male","No relevent experience","no_enrollment","Masters","STEM",5,"10000+","Pvt Ltd",">4",124,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
0.939,"Other","No relevent experience","no_enrollment","Masters","STEM",8,"100-500","Pvt Ltd",">4",130,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
0.924,"Male","Has relevent experience","no_enrollment","Graduate","STEM",15,"50-99","Public Sector","3",6,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0.743,"Male","Has relevent experience","no_enrollment","Graduate","STEM",4,"50-99","Pvt Ltd","2",17,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.55,"Male","Has relevent experience","no_enrollment","Graduate","STEM",9,"50-99","Pvt Ltd",">4",77,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
0.92,"Female","Has relevent experience","Part time course","Graduate","STEM",18,"100-500","Public Sector",">4",244,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.556,"Other","No relevent experience","no_enrollment","Graduate","STEM",6,"10-49","Public Sector","1",46,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0.624,"Male","No relevent experience","Full time course","Graduate","STEM",2,"<10","Pvt Ltd","1",46,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",6,"50-99","Pvt Ltd","2",12,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.939,"Male","Has relevent experience","no_enrollment","Graduate","Other",11,"50-99","Pvt Ltd","1",98,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.624,"Other","No relevent experience","Full time course","High School","STEM",4,"50-99","Pvt Ltd","never",28,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0.624,"Male","No relevent experience","Full time course","High School","STEM",6,"50-99","Pvt Ltd","never",84,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0.698,"Male","No relevent experience","Full time course","Graduate","STEM",4,"50-99","Pvt Ltd","never",133,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0.698,"Male","Has relevent experience","no_enrollment","Masters","STEM",16,"5000-9999","Pvt Ltd","3",135,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
0.698,"Other","Has relevent experience","no_enrollment","Graduate","STEM",10,"50-99","Pvt Ltd","never",45,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0.754,"Male","No relevent experience","Part time course","Graduate","STEM",7,"50-99","Public Sector","1",12,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",5,"50-99","Pvt Ltd",">4",45,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
0.898,"Male","Has relevent experience","no_enrollment","Masters","STEM",9,"50-99","Pvt Ltd","1",10,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.856,"Other","Has relevent experience","no_enrollment","Graduate","STEM",5,"50-99","Pvt Ltd",">4",194,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
0.68,"Male","Has relevent experience","no_enrollment","Graduate","STEM",5,"50-99","Pvt Ltd","1",39,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.896,"Other","No relevent experience","no_enrollment","Graduate","STEM",5,"50-99","Pvt Ltd",">4",5,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",14,"50-99","Pvt Ltd","1",48,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.92,"Male","Has relevent experience","no_enrollment","Masters","STEM",13,"100-500","Pvt Ltd","4",16,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.939,"Male","Has relevent experience","no_enrollment","Graduate","STEM",19,"10000+","Pvt Ltd","1",33,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
0.735,"Male","Has relevent experience","no_enrollment","Graduate","STEM",5,"100-500","Pvt Ltd","2",42,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.689,"Male","No relevent experience","Full time course","Graduate","STEM",1,"50-99","Pvt Ltd","1",87,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.915,"Female","Has relevent experience","no_enrollment","Graduate","STEM",5,"50-99","Pvt Ltd",">4",57,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
0.92,"Male","Has relevent experience","no_enrollment","Masters","STEM",5,"50-99","Pvt Ltd","1",103,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.804,"Male","No relevent experience","Full time course","Graduate","STEM",5,"50-99","Pvt Ltd","never",102,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0.91,"Male","Has relevent experience","no_enrollment","Masters","Humanities",3,"100-500","Public Sector","1",28,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",5,"50-99","Pvt Ltd","3",48,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0.727,"Male","Has relevent experience","no_enrollment","Graduate","STEM",17,"50-99","Pvt Ltd",">4",124,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
0.624,"Other","Has relevent experience","no_enrollment","Graduate","STEM",9,"100-500","Pvt Ltd","1",88,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.698,"Other","Has relevent experience","no_enrollment","Masters","STEM",2,"1000-4999","Pvt Ltd","1",10,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.913,"Male","Has relevent experience","no_enrollment","Primary School","STEM",11,"50-99","Funded Startup","1",81,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.913,"Male","Has relevent experience","no_enrollment","Masters","STEM",5,"100-500","Pvt Ltd","2",74,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.896,"Female","No relevent experience","Part time course","High School","STEM",5,"<10","Pvt Ltd","1",22,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.847,"Male","Has relevent experience","no_enrollment","Graduate","STEM",10,"100-500","Pvt Ltd","4",149,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM",16,"<10","Pvt Ltd",">4",36,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
0.92,"Male","Has relevent experience","no_enrollment","Masters","STEM",5,"10000+","Pvt Ltd","1",38,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
0.92,"Other","No relevent experience","Part time course","Graduate","STEM",18,"10000+","Pvt Ltd","2",55,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
0.897,"Female","Has relevent experience","no_enrollment","Graduate","STEM",9,"50-99","Pvt Ltd","1",79,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.92,"Other","Has relevent experience","no_enrollment","Graduate","STEM",5,"50-99","Pvt Ltd","1",109,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.903,"Other","No relevent experience","Part time course","High School","STEM",1,"50-99","Pvt Ltd","1",63,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.55,"Male","Has relevent experience","no_enrollment","Graduate","STEM",16,"50-99","Pvt Ltd",">4",42,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
0.92,"Male","No relevent experience","no_enrollment","High School","STEM",1,"50-99","Pvt Ltd","1",22,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.92,"Male","No relevent experience","no_enrollment","High School","STEM",9,"50-99","Pvt Ltd","1",81,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.899,"Female","Has relevent experience","no_enrollment","Graduate","STEM",16,"<10","Funded Startup","1",31,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.666,"Male","Has relevent experience","no_enrollment","Graduate","STEM",20,"50-99","Pvt Ltd",">4",107,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
0.92,"Male","No relevent experience","Full time course","Graduate","STEM",14,"50-99","Pvt Ltd","1",12,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.624,"Other","No relevent experience","no_enrollment","Graduate","STEM",5,"50-99","Pvt Ltd","3",13,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0.624,"Other","Has relevent experience","no_enrollment","Graduate","STEM",6,"100-500","Pvt Ltd","1",14,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.89,"Male","Has relevent experience","no_enrollment","Masters","STEM",8,"100-500","Pvt Ltd","never",38,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",8,"<10","Early Stage Startup","1",9,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.55,"Other","Has relevent experience","no_enrollment","Masters","STEM",2,"100-500","Pvt Ltd","1",56,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.827,"Male","Has relevent experience","no_enrollment","Graduate","STEM",7,"100-500","Pvt Ltd","4",18,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.897,"Male","Has relevent experience","no_enrollment","Phd","STEM",5,"10000+","Pvt Ltd",">4",52,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
0.939,"Male","Has relevent experience","no_enrollment","Graduate","STEM",17,"10000+","Pvt Ltd","1",32,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
0.884,"Male","Has relevent experience","no_enrollment","Graduate","STEM",15,"50-99","Pvt Ltd","4",36,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",5,"1000-4999","Pvt Ltd",">4",101,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
0.92,"Male","Has relevent experience","no_enrollment","High School","STEM",8,"100-500","NGO",">4",52,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",14,"1000-4999","Pvt Ltd",">4",33,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
0.624,"Other","No relevent experience","no_enrollment","Graduate","STEM",2,"5000-9999","Public Sector","1",5,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",15,"500-999","Pvt Ltd","3",51,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",9,"10000+","Pvt Ltd","2",56,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
0.624,"Other","Has relevent experience","no_enrollment","Graduate","STEM",8,"50-99","Pvt Ltd","1",44,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.92,"Other","Has relevent experience","no_enrollment","Graduate","STEM",5,"50-99","Pvt Ltd","4",126,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
